Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,Income,PromotionRatio
22,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,1,Laboratory Technician,Married,1,No,15,3,1,4,3,4,3,1,1,1.4,Low,0.25
48,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,2,Healthcare Representative,Single,2,No,13,3,0,19,0,2,2,2,2,2.6,Medium,1.0
48,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,3,Healthcare Representative,Single,7,No,14,3,0,27,3,15,11,4,8,2.6,High,0.26666666666666666
41,No,Travel_Rarely,Research & Development,7,2,Medical,Female,2,Manufacturing Director,Single,6,No,14,3,0,8,6,2,2,2,1,3.0,Medium,1.0
39,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,4,Manufacturing Director,Married,1,No,16,3,1,21,3,21,6,11,8,3.2,High,0.5238095238095238
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,0,No,18,3,1,4,2,3,2,2,2,2.6,Medium,0.6666666666666666
35,No,Travel_Rarely,Research & Development,10,3,Other,Male,1,Laboratory Technician,Divorced,1,No,20,4,1,3,4,3,2,1,2,2.4,Medium,0.3333333333333333
42,No,Travel_Rarely,Sales,5,2,Marketing,Male,5,Manager,Married,6,No,13,3,0,21,3,1,0,0,0,3.2,High,0.0
50,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Laboratory Technician,Married,4,No,18,3,0,8,5,1,0,0,0,2.6,Low,0.0
59,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,4,Manufacturing Director,Single,3,Yes,13,3,0,30,4,5,3,4,3,2.6,High,0.8
37,Yes,Travel_Rarely,Research & Development,11,2,Medical,Female,2,Healthcare Representative,Married,5,No,15,3,0,15,2,1,0,0,0,1.2,Medium,0.0
55,No,Travel_Frequently,Research & Development,18,4,Medical,Male,2,Healthcare Representative,Married,3,Yes,14,3,2,17,3,8,7,6,7,3.0,Medium,0.75
41,No,Non-Travel,Research & Development,7,1,Life Sciences,Female,5,Research Director,Divorced,1,No,22,4,2,21,3,21,16,5,10,2.2,High,0.23809523809523808
38,No,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Sales Executive,Single,8,Yes,12,3,0,19,1,1,0,0,0,3.0,High,0.0
26,Yes,Non-Travel,Sales,29,2,Medical,Male,2,Sales Executive,Single,8,No,18,3,0,7,6,2,2,2,2,2.2,Medium,1.0
52,Yes,Travel_Rarely,Sales,2,1,Marketing,Female,5,Manager,Married,1,No,15,3,1,33,3,32,14,6,9,2.6,High,0.1875
44,No,Travel_Rarely,Sales,28,3,Medical,Female,4,Sales Executive,Married,3,Yes,18,3,1,23,2,12,11,11,11,3.6,High,0.9166666666666666
50,No,Non-Travel,Sales,1,3,Life Sciences,Female,2,Sales Executive,Married,0,No,12,3,1,19,3,18,7,0,13,2.8,Medium,0.0
36,Yes,Travel_Rarely,Research & Development,16,4,Life Sciences,Female,1,Laboratory Technician,Single,1,No,16,3,0,18,1,17,13,15,14,2.8,Low,0.8823529411764706
39,No,Travel_Frequently,Research & Development,22,3,Medical,Female,3,Manufacturing Director,Single,1,Yes,13,3,0,21,2,21,6,2,8,2.8,High,0.09523809523809523
33,No,Non-Travel,Sales,8,1,Life Sciences,Female,1,Sales Representative,Single,0,No,19,3,0,3,2,2,2,2,2,2.8,Low,1.0
45,No,Travel_Rarely,Sales,11,2,Life Sciences,Female,4,Manager,Married,3,No,13,3,1,26,4,9,3,1,1,3.4,High,0.1111111111111111
32,No,Non-Travel,Research & Development,29,4,Medical,Female,1,Laboratory Technician,Single,9,No,12,3,0,10,2,8,7,7,7,3.0,Medium,0.875
34,No,Travel_Rarely,Sales,1,4,Marketing,Male,2,Sales Executive,Divorced,0,No,11,3,1,16,2,15,1,0,9,3.2,High,0.0
59,No,Travel_Rarely,Sales,1,2,Technical Degree,Male,3,Manager,Married,3,Yes,14,3,1,14,1,6,4,0,4,2.6,High,0.0
45,No,Travel_Rarely,Human Resources,24,4,Medical,Male,1,Human Resources,Single,1,No,16,3,0,6,3,6,3,0,4,2.2,Low,0.0
53,No,Travel_Frequently,Sales,2,3,Marketing,Female,3,Sales Executive,Married,2,No,12,3,1,30,2,15,7,6,12,2.2,High,0.4
36,Yes,Travel_Rarely,Research & Development,15,3,Other,Male,2,Laboratory Technician,Divorced,7,No,14,3,1,9,3,1,0,0,0,2.2,Medium,0.0
26,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,1,Research Scientist,Married,6,Yes,14,3,1,6,2,3,2,1,2,2.0,Low,0.3333333333333333
34,No,Travel_Rarely,Sales,10,4,Life Sciences,Female,1,Sales Representative,Married,1,Yes,19,3,1,1,2,1,1,0,0,3.2,Low,0.0
28,No,Travel_Rarely,Sales,10,1,Medical,Male,1,Sales Representative,Married,1,No,22,4,0,1,5,1,0,0,0,2.8,Low,0.0
38,No,Travel_Frequently,Research & Development,3,4,Other,Male,1,Research Scientist,Married,3,No,16,3,1,8,2,2,2,2,2,2.6,Low,1.0
50,No,Travel_Rarely,Research & Development,2,4,Medical,Male,5,Research Director,Married,2,Yes,11,3,1,29,2,8,1,7,7,2.8,High,0.875
37,No,Travel_Rarely,Research & Development,3,3,Other,Female,2,Healthcare Representative,Single,3,No,15,3,0,8,3,4,3,0,1,2.4,Medium,0.0
40,No,Travel_Rarely,Sales,26,3,Marketing,Male,2,Sales Executive,Married,1,No,14,3,1,8,3,7,7,7,5,2.2,High,1.0
26,No,Travel_Frequently,Research & Development,1,1,Medical,Female,1,Research Scientist,Divorced,1,No,13,3,2,5,5,5,3,1,3,2.4,Low,0.2
46,No,Travel_Rarely,Research & Development,1,4,Medical,Male,5,Research Director,Divorced,9,No,17,3,2,23,0,2,2,2,2,3.6,High,1.0
54,No,Travel_Rarely,Sales,2,4,Life Sciences,Female,3,Sales Executive,Married,6,No,11,3,1,13,4,9,4,7,0,2.6,High,0.7777777777777778
56,No,Travel_Frequently,Research & Development,9,3,Medical,Female,1,Research Scientist,Married,2,No,19,3,1,18,4,5,4,0,3,2.4,Low,0.0
36,No,Travel_Rarely,Research & Development,12,5,Medical,Female,3,Manufacturing Director,Single,0,No,11,3,0,15,2,14,8,7,8,2.8,High,0.5
55,No,Non-Travel,Research & Development,2,1,Medical,Male,4,Manager,Single,7,No,15,3,0,31,3,9,7,6,2,2.4,High,0.6666666666666666
43,No,Travel_Rarely,Sales,25,3,Medical,Male,3,Sales Executive,Divorced,5,No,13,3,1,18,5,1,0,0,0,3.0,High,0.0
20,Yes,Travel_Frequently,Sales,9,3,Marketing,Female,1,Sales Representative,Single,1,Yes,14,3,0,2,3,2,2,0,2,3.2,Low,0.0
21,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,1,No,13,3,0,1,6,1,0,1,0,1.8,Low,1.0
46,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,2,Research Scientist,Divorced,8,Yes,23,4,3,19,2,16,13,1,7,2.2,Medium,0.0625
51,Yes,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Research Scientist,Married,9,Yes,12,3,3,18,2,10,0,2,7,2.8,Low,0.2
28,Yes,Non-Travel,Research & Development,24,2,Technical Degree,Male,3,Healthcare Representative,Single,1,No,12,3,0,10,2,10,7,1,9,1.6,High,0.1
26,No,Travel_Rarely,Research & Development,1,2,Medical,Male,1,Laboratory Technician,Married,1,No,16,3,2,6,2,5,3,1,3,1.6,Medium,0.2
30,No,Travel_Rarely,Research & Development,20,3,Other,Male,2,Manufacturing Director,Married,0,No,15,3,1,7,1,6,2,0,2,2.4,High,0.0
41,No,Travel_Rarely,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Married,1,No,13,3,0,10,3,10,6,0,8,3.0,Low,0.0
38,No,Travel_Rarely,Research & Development,17,1,Life Sciences,Female,3,Healthcare Representative,Married,0,No,18,3,1,20,4,19,9,1,9,2.2,High,0.05263157894736842
40,No,Travel_Rarely,Research & Development,20,4,Technical Degree,Male,3,Healthcare Representative,Married,4,No,20,4,1,14,6,11,10,11,1,3.0,High,1.0
27,No,Non-Travel,Research & Development,8,5,Life Sciences,Male,1,Laboratory Technician,Married,1,No,19,3,3,3,4,3,2,1,2,2.4,Medium,0.3333333333333333
55,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,3,Manufacturing Director,Married,3,No,18,3,1,23,4,3,2,1,2,2.8,High,0.3333333333333333
28,No,Travel_Rarely,Research & Development,10,3,Other,Female,2,Research Scientist,Single,3,No,13,3,0,10,4,8,7,1,7,3.4,Medium,0.125
44,Yes,Travel_Rarely,Human Resources,1,2,Medical,Male,3,Human Resources,Married,9,No,14,3,1,24,1,20,6,3,6,2.4,High,0.15
33,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,3,Healthcare Representative,Divorced,4,No,15,3,1,9,2,3,2,1,2,3.2,High,0.3333333333333333
35,Yes,Travel_Rarely,Sales,4,3,Technical Degree,Male,3,Sales Executive,Single,0,Yes,22,4,0,9,2,8,7,4,7,2.4,High,0.5
33,Yes,Travel_Frequently,Research & Development,29,4,Medical,Female,2,Research Scientist,Single,1,No,22,4,0,14,4,13,7,3,8,2.2,Medium,0.23076923076923078
28,No,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,1,Laboratory Technician,Divorced,1,No,16,3,1,4,5,4,2,2,2,2.6,Low,0.5
34,No,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,2,Healthcare Representative,Single,0,No,17,3,0,7,1,6,2,0,4,2.6,High,0.0
37,No,Travel_Rarely,Sales,10,4,Life Sciences,Female,2,Sales Executive,Divorced,2,Yes,14,3,3,8,5,1,0,0,0,3.2,High,0.0
25,Yes,Travel_Rarely,Research & Development,4,1,Technical Degree,Male,1,Laboratory Technician,Married,1,Yes,15,3,1,7,3,7,7,5,6,3.4,Medium,0.7142857142857143
26,Yes,Travel_Rarely,Research & Development,21,3,Medical,Male,1,Laboratory Technician,Divorced,1,No,20,4,1,1,0,1,1,0,0,2.4,Low,0.0
33,Yes,Travel_Rarely,Research & Development,25,3,Medical,Male,1,Research Scientist,Single,4,Yes,20,4,0,5,0,2,2,2,2,2.0,Low,1.0
42,No,Travel_Rarely,Research & Development,2,2,Medical,Male,4,Manager,Married,0,No,17,3,1,23,3,22,6,13,7,3.0,High,0.5909090909090909
28,Yes,Travel_Frequently,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Divorced,1,No,15,3,2,1,2,1,0,0,0,1.8,Low,0.0
50,Yes,Travel_Frequently,Sales,1,4,Other,Male,2,Sales Executive,Single,3,Yes,14,3,0,5,4,0,0,0,0,3.4,Medium,0.0
33,No,Travel_Frequently,Sales,7,3,Life Sciences,Female,2,Sales Executive,Married,0,No,17,3,1,4,3,3,2,0,2,3.0,Medium,0.0
34,No,Non-Travel,Research & Development,3,4,Life Sciences,Male,1,Research Scientist,Married,3,No,17,3,3,6,2,0,0,0,0,3.2,Low,0.0
48,No,Non-Travel,Research & Development,1,4,Medical,Male,4,Manager,Single,2,No,22,4,0,27,3,5,4,2,1,2.8,High,0.4
45,No,Non-Travel,Sales,9,4,Life Sciences,Female,2,Sales Executive,Married,1,No,13,3,1,15,2,15,10,4,12,2.8,Medium,0.26666666666666666
52,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,3,Healthcare Representative,Single,7,No,19,3,0,18,4,8,6,4,0,2.8,High,0.5
38,No,Travel_Rarely,Sales,10,4,Marketing,Male,3,Sales Executive,Divorced,0,Yes,14,3,2,9,2,8,7,2,7,2.6,High,0.25
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Research Scientist,Divorced,4,No,22,4,1,11,1,7,5,1,7,2.8,Low,0.14285714285714285
28,No,Travel_Rarely,Research & Development,3,3,Medical,Female,3,Manufacturing Director,Divorced,0,No,17,3,3,10,3,9,7,1,7,2.6,High,0.1111111111111111
46,No,Travel_Rarely,Sales,3,1,Marketing,Male,4,Manager,Married,3,No,12,3,1,23,3,12,9,4,9,2.8,High,0.3333333333333333
38,No,Travel_Rarely,Sales,2,2,Marketing,Male,3,Sales Executive,Single,7,No,16,3,0,10,2,1,0,0,0,3.0,High,0.0
43,No,Travel_Frequently,Research & Development,27,3,Life Sciences,Female,3,Manufacturing Director,Married,8,No,11,3,1,18,1,8,7,0,1,2.6,High,0.0
39,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,4,Healthcare Representative,Divorced,7,No,11,3,3,21,4,18,7,11,5,3.0,High,0.6111111111111112
40,No,Travel_Rarely,Research & Development,14,3,Medical,Male,5,Research Director,Single,1,No,14,3,0,21,2,20,7,4,9,2.6,High,0.2
21,No,Travel_Rarely,Research & Development,1,1,Technical Degree,Female,1,Research Scientist,Single,1,Yes,11,3,0,2,6,2,2,2,2,3.0,Low,1.0
39,No,Non-Travel,Research & Development,9,3,Life Sciences,Male,2,Laboratory Technician,Single,9,No,15,3,0,9,2,5,4,0,3,2.6,High,0.0
36,No,Non-Travel,Research & Development,18,4,Life Sciences,Male,2,Manufacturing Director,Single,2,No,20,4,0,18,0,11,9,0,9,2.4,High,0.0
31,No,Travel_Frequently,Sales,20,3,Life Sciences,Male,1,Sales Representative,Married,0,No,12,3,1,3,4,2,2,2,2,3.0,Low,1.0
28,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,1,Research Scientist,Married,0,No,17,3,0,6,2,5,3,0,4,1.4,Low,0.0
35,No,Travel_Frequently,Sales,11,2,Marketing,Male,2,Sales Executive,Divorced,1,No,11,3,1,5,3,5,2,0,2,3.6,Medium,0.0
49,No,Travel_Rarely,Sales,8,4,Technical Degree,Male,4,Sales Executive,Married,6,No,17,3,1,22,3,9,8,2,3,2.6,High,0.2222222222222222
34,No,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,2,Manufacturing Director,Single,2,No,11,3,0,5,3,3,2,0,2,3.2,Medium,0.0
29,No,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,1,Research Scientist,Divorced,0,No,14,3,2,8,2,7,5,1,1,3.0,Low,0.14285714285714285
42,No,Travel_Rarely,Research & Development,29,3,Medical,Male,2,Laboratory Technician,Single,4,No,19,3,0,16,3,1,0,0,0,2.2,Medium,0.0
29,No,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Manufacturing Director,Married,1,Yes,15,3,1,10,2,10,7,1,2,2.6,Medium,0.1
38,No,Travel_Rarely,Human Resources,1,3,Human Resources,Male,1,Human Resources,Married,1,No,13,3,1,7,2,7,6,5,0,3.6,Low,0.7142857142857143
28,No,Travel_Frequently,Research & Development,6,3,Life Sciences,Male,1,Research Scientist,Divorced,1,Yes,14,3,1,3,2,3,1,0,2,3.0,Low,0.0
18,Yes,Non-Travel,Research & Development,8,1,Medical,Male,1,Laboratory Technician,Single,1,No,12,3,0,0,0,0,0,0,0,3.2,Low,0.0
33,Yes,Travel_Rarely,Sales,9,4,Marketing,Female,2,Sales Executive,Single,0,Yes,17,3,0,6,3,5,2,0,3,1.8,High,0.0
41,No,Travel_Rarely,Research & Development,12,4,Life Sciences,Male,1,Laboratory Technician,Married,3,Yes,11,3,1,6,4,1,0,0,0,2.6,Medium,0.0
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,Male,1,Laboratory Technician,Married,1,No,12,3,1,2,5,2,2,2,2,2.8,Low,1.0
37,No,Travel_Rarely,Research & Development,25,2,Medical,Female,2,Healthcare Representative,Divorced,7,No,13,3,2,9,2,6,2,1,3,3.0,Medium,0.16666666666666666
27,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Research Scientist,Married,1,No,13,3,1,4,0,4,2,2,2,3.0,Low,0.5
34,No,Travel_Rarely,Sales,9,1,Life Sciences,Female,2,Sales Executive,Married,1,No,20,4,0,6,3,6,5,1,3,2.2,Medium,0.16666666666666666
35,No,Travel_Rarely,Human Resources,8,4,Technical Degree,Male,1,Human Resources,Single,1,No,17,3,0,6,2,5,4,1,4,2.4,Medium,0.2
29,Yes,Travel_Rarely,Sales,23,1,Life Sciences,Female,3,Sales Executive,Married,1,No,13,3,1,11,3,11,8,3,10,1.8,High,0.2727272727272727
40,No,Travel_Frequently,Research & Development,9,4,Medical,Female,3,Research Director,Single,9,No,17,3,0,20,3,18,7,2,13,2.6,High,0.1111111111111111
42,Yes,Travel_Frequently,Sales,12,3,Life Sciences,Male,4,Sales Executive,Single,0,Yes,12,3,0,22,2,21,9,13,14,2.2,High,0.6190476190476191
42,No,Travel_Rarely,Sales,4,4,Marketing,Male,2,Sales Executive,Single,7,No,13,3,0,9,3,6,4,1,5,2.8,Medium,0.16666666666666666
35,No,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Laboratory Technician,Married,6,No,12,3,1,10,2,8,0,1,7,2.8,Low,0.125
24,No,Travel_Rarely,Research & Development,24,3,Medical,Male,1,Laboratory Technician,Single,8,No,22,4,0,6,2,4,3,1,2,3.2,Low,0.25
28,Yes,Travel_Rarely,Research & Development,12,1,Life Sciences,Female,1,Laboratory Technician,Married,1,Yes,11,3,0,1,4,1,1,0,0,3.2,Low,0.0
26,No,Travel_Rarely,Research & Development,3,4,Medical,Male,1,Laboratory Technician,Married,1,No,22,4,1,8,2,8,7,0,7,2.8,Medium,0.0
30,No,Travel_Rarely,Sales,10,3,Marketing,Male,2,Sales Executive,Married,1,No,18,3,1,10,3,10,3,1,4,2.4,High,0.1
40,No,Travel_Frequently,Research & Development,26,2,Medical,Female,2,Research Scientist,Married,3,Yes,13,3,1,16,3,1,1,0,0,2.8,Medium,0.0
35,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Manufacturing Director,Divorced,2,No,18,3,1,15,2,7,7,6,4,2.6,High,0.8571428571428571
34,No,Travel_Frequently,Research & Development,1,3,Medical,Male,2,Healthcare Representative,Single,0,No,20,4,0,14,3,13,9,4,9,2.6,Medium,0.3076923076923077
35,No,Travel_Frequently,Research & Development,4,4,Other,Male,1,Laboratory Technician,Married,1,No,13,3,1,2,2,2,2,2,2,3.2,Low,1.0
43,Yes,Travel_Rarely,Sales,9,3,Marketing,Female,2,Sales Executive,Single,8,No,13,3,0,7,2,4,3,1,3,1.8,Medium,0.25
32,No,Non-Travel,Sales,2,1,Life Sciences,Female,1,Sales Representative,Divorced,1,No,12,3,3,1,3,1,0,0,0,2.6,Low,0.0
56,No,Travel_Rarely,Research & Development,4,4,Technical Degree,Female,5,Manager,Divorced,4,No,13,3,1,28,2,5,2,4,2,3.0,High,0.8
29,No,Travel_Rarely,Research & Development,6,1,Medical,Female,1,Laboratory Technician,Married,1,No,13,3,1,10,5,10,8,0,8,2.6,Low,0.0
19,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,1,Research Scientist,Single,1,No,25,4,0,1,4,1,1,0,0,2.6,Low,0.0
45,No,Travel_Rarely,Research & Development,7,3,Medical,Female,1,Research Scientist,Married,4,Yes,19,3,1,7,2,3,2,0,2,2.4,Medium,0.0
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Manufacturing Director,Married,1,No,13,3,1,14,2,14,8,3,11,2.8,Medium,0.21428571428571427
20,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,1,Laboratory Technician,Single,1,No,12,3,0,2,2,2,2,1,2,1.8,Low,0.5
44,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,1,Research Scientist,Single,1,Yes,11,3,0,6,4,6,4,0,2,3.0,Low,0.0
53,No,Travel_Rarely,Research & Development,7,2,Medical,Female,5,Manager,Divorced,3,No,18,3,1,26,6,7,7,4,7,3.0,High,0.5714285714285714
29,No,Travel_Rarely,Research & Development,15,1,Life Sciences,Female,1,Research Scientist,Married,0,Yes,18,3,1,6,2,5,4,1,3,2.0,Low,0.2
22,Yes,Travel_Frequently,Research & Development,3,4,Life Sciences,Male,1,Research Scientist,Married,0,Yes,11,3,1,1,5,0,0,0,0,2.8,Low,0.0
46,No,Travel_Rarely,Sales,2,3,Marketing,Female,4,Manager,Married,8,No,23,4,0,28,2,26,15,15,9,2.2,High,0.5769230769230769
44,No,Non-Travel,Research & Development,17,3,Life Sciences,Male,1,Research Scientist,Single,2,No,13,3,0,6,3,0,0,0,0,3.0,Low,0.0
33,No,Travel_Rarely,Human Resources,2,3,Human Resources,Male,1,Human Resources,Married,1,No,13,3,1,5,2,5,4,1,4,3.0,Low,0.2
41,Yes,Non-Travel,Research & Development,5,2,Life Sciences,Male,1,Research Scientist,Divorced,6,No,17,3,1,5,2,1,0,0,0,1.2,Low,0.0
30,No,Travel_Rarely,Sales,29,4,Life Sciences,Male,2,Sales Executive,Divorced,8,No,19,3,3,8,3,4,3,0,3,2.6,Medium,0.0
40,No,Travel_Frequently,Sales,2,4,Medical,Male,2,Sales Executive,Married,5,No,12,3,3,5,2,0,0,0,0,2.8,Medium,0.0
50,No,Travel_Frequently,Research & Development,2,3,Medical,Female,4,Manager,Married,2,No,22,4,1,32,3,2,2,2,2,2.8,High,1.0
28,No,Travel_Rarely,Research & Development,19,4,Medical,Male,1,Laboratory Technician,Married,1,No,12,3,3,6,2,6,5,3,3,2.6,Low,0.5
46,No,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,5,Research Director,Married,5,No,11,3,1,25,2,4,2,0,3,2.6,High,0.0
35,No,Travel_Rarely,Sales,17,4,Life Sciences,Male,2,Sales Executive,Married,3,Yes,15,3,3,15,2,7,7,1,7,2.8,High,0.14285714285714285
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Laboratory Technician,Married,1,No,13,3,1,1,3,1,0,0,0,2.2,Low,0.0
33,No,Travel_Frequently,Sales,25,3,Medical,Female,2,Sales Executive,Married,1,No,12,3,1,10,3,10,7,0,1,2.2,Medium,0.0
36,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,Laboratory Technician,Divorced,1,No,14,3,1,7,4,7,7,1,7,2.6,Low,0.14285714285714285
30,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,2,Laboratory Technician,Divorced,1,No,13,3,3,10,4,10,7,8,9,2.4,Low,0.8
44,No,Travel_Rarely,Research & Development,29,4,Other,Male,2,Research Scientist,Single,1,No,25,4,0,20,3,20,11,13,17,3.2,Medium,0.65
20,No,Travel_Rarely,Sales,21,3,Marketing,Male,1,Sales Representative,Single,1,No,17,3,0,2,2,2,1,2,2,3.6,Low,1.0
46,No,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manufacturing Director,Divorced,2,No,11,3,1,12,3,6,3,1,4,3.2,High,0.16666666666666666
42,No,Non-Travel,Human Resources,2,5,Medical,Male,2,Human Resources,Married,7,No,16,3,1,10,3,4,3,0,3,2.8,Medium,0.0
60,No,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Divorced,0,Yes,18,3,1,12,3,11,7,1,9,3.0,Medium,0.09090909090909091
32,No,Travel_Frequently,Research & Development,13,3,Other,Female,1,Laboratory Technician,Married,1,No,20,4,1,2,2,2,2,2,2,2.6,Low,1.0
32,No,Travel_Frequently,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,4,Yes,14,3,0,10,2,8,7,0,7,3.4,Medium,0.0
36,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,3,Manufacturing Director,Divorced,2,Yes,21,4,1,17,2,7,7,7,7,2.2,High,1.0
33,No,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Research Scientist,Married,0,No,13,3,1,15,5,14,10,4,10,2.6,Low,0.2857142857142857
40,No,Travel_Rarely,Sales,10,3,Technical Degree,Female,2,Sales Executive,Divorced,7,No,12,3,1,7,2,5,1,1,3,2.4,High,0.2
25,No,Travel_Rarely,Sales,10,4,Life Sciences,Male,2,Sales Executive,Single,0,No,14,3,0,5,4,4,3,1,1,3.0,Medium,0.25
30,No,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Research Scientist,Married,0,Yes,21,4,1,12,2,11,9,5,7,2.6,Low,0.45454545454545453
42,No,Travel_Frequently,Research & Development,26,5,Medical,Female,3,Research Director,Married,3,Yes,17,3,0,20,6,1,0,0,0,2.2,High,0.0
35,No,Non-Travel,Sales,8,2,Marketing,Female,3,Sales Executive,Married,4,Yes,11,3,1,16,6,13,2,4,12,2.6,High,0.3076923076923077
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,Male,1,Research Scientist,Married,1,Yes,14,3,2,9,3,9,7,6,8,2.2,Low,0.6666666666666666
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,Female,3,Manufacturing Director,Divorced,7,No,17,3,1,33,2,5,4,1,4,2.4,High,0.2
44,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Female,1,Research Scientist,Married,1,No,13,3,1,10,5,10,5,7,7,3.2,Low,0.7
19,Yes,Non-Travel,Research & Development,10,3,Medical,Female,1,Research Scientist,Single,1,Yes,25,4,0,1,2,1,1,0,0,2.2,Low,0.0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Research Scientist,Divorced,1,No,15,3,3,3,5,3,2,1,2,2.4,Medium,0.3333333333333333
54,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,4,Research Director,Married,3,No,14,3,0,36,2,10,9,0,9,3.0,High,0.0
31,No,Travel_Rarely,Research & Development,11,2,Medical,Male,2,Healthcare Representative,Married,1,Yes,12,3,0,6,2,6,5,0,1,2.6,High,0.0
31,No,Travel_Rarely,Research & Development,24,3,Medical,Female,2,Healthcare Representative,Single,1,No,19,3,0,10,2,10,9,1,8,2.2,High,0.1
59,No,Travel_Rarely,Sales,3,3,Life Sciences,Female,2,Sales Executive,Single,5,No,17,3,0,13,2,6,1,0,5,3.2,Medium,0.0
43,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,5,Research Director,Married,3,No,14,3,1,25,2,8,7,0,7,2.6,High,0.0
49,No,Travel_Rarely,Research & Development,4,2,Medical,Male,5,Manager,Married,2,No,13,3,1,23,2,1,0,0,0,2.6,High,0.0
36,No,Travel_Frequently,Research & Development,3,3,Technical Degree,Male,1,Research Scientist,Married,1,No,12,3,0,12,2,11,10,0,7,2.6,Medium,0.0
48,No,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,1,Laboratory Technician,Single,5,No,11,3,0,7,4,1,0,0,0,3.0,Low,0.0
27,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,1,Research Scientist,Divorced,1,No,11,3,3,5,2,5,3,0,3,2.4,Low,0.0
29,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Healthcare Representative,Divorced,1,Yes,11,3,2,6,2,6,0,1,0,3.0,High,0.16666666666666666
48,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Research Director,Single,6,No,12,3,0,25,3,1,0,0,0,3.4,High,0.0
29,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Research Director,Divorced,3,No,14,3,2,9,2,7,7,1,7,2.8,High,0.14285714285714285
34,No,Travel_Rarely,Research & Development,20,3,Technical Degree,Female,1,Research Scientist,Married,0,No,17,3,0,2,5,1,0,0,0,3.2,Low,0.0
44,No,Travel_Rarely,Sales,5,3,Marketing,Male,5,Manager,Married,7,No,11,3,1,26,5,22,9,3,10,2.6,High,0.13636363636363635
33,No,Travel_Rarely,Sales,10,5,Marketing,Male,3,Sales Executive,Divorced,0,Yes,14,3,2,10,3,9,8,0,8,3.6,High,0.0
